微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JhHaBDult,过几天要回学校考试了，想问一下现在学校学生可以进吗？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 14:13,Hi聊,1,0,3
JhHa6nyai,封闭式管理就说因为疫情 现在搬宿舍都不因为疫情了：）东西搬来搬去 全校人来人往 搬东西我看谁还戴口罩 nt决定 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 14:12,Hi聊,6,0,2
JhH7Liptm,学校有事吗？？？开学时间到现在还不定，学生票都买不到了，还在这想着怎么搬宿舍？？住的好好的，想搬的人搬不就完事了吗，不想搬的也非得搬就多少沾点 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 14:06,Hi聊,4,0,1
JhH5qrxnt,有谁跟我一样喜欢住在北区的嘛？住了一年西区，各种问题，各种不方便…直接搬回北区了，喜欢北区那自由自在的感觉，啥都好，就是夏天缺个空调。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 14:01,Hi聊,0,0,4
JhH4G4cP5,韶关市浈江中学附近有房子出租吗，附近环境如何 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:59,Hi聊,1,0,0
JhGXLiy76,开学要换宿舍了但是还少一个人组队，诚招一名可爱舍友组队！是文学院19级的而且有意愿的就留个言吧么么哒！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:42,Hi聊,2,0,1
JhGWQykEA,学校领导咋老是想让学生搬宿舍呢？还有现在最主要的不是开学吗？（韶关网络问政网址：http://t.cn/A64hZYqJ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:39,Hi聊,0,0,0
JhGWzq6Xt,小道消息:5号前学校安排了6000人回校，封闭式管理 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:39,Hi聊,0,0,2
JhGOC3vy8,想请问下sgu的领导，做决定的时候是不是完全不用考虑学生的心理健康问题？建议等疫情完全结束了您们再开学嗷^_^ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:19,Hi聊,14,0,0
JhGMA592c,领导年年都想搬宿舍，完全考虑不到同学们搬宿舍要付出的精力和感受。与其年年说搬也没成功，还不如从这届新生开始把一个学院分配在一起，三四年也就可以了，大家也不会有什么怨言。还有就是，总是这么突如其来的发通知有意思吗？你们的工作效率就这？就这？... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:14,Hi聊,17,0,2
JhGKSzvFV,住个宿舍搬来搬去，而且为什么六人间跟四人间宿舍费是一样的 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:10,Hi聊,5,0,8
JhGKQzNQh,给你这么长时间你不研究什么时候返校而是搁👴🏻在这研究怎么调宿👍🏻真是一群福娃嗷 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:10,Hi聊,16,0,0
JhGHdDd2y,妹妹要高二了，分班出来，出房间就崩溃大哭，就因为她高一的姐妹团都在一个班了，她自己一个人在另一个班。她说交朋友好难啊，好不容易熟悉了新朋友，又要交新的，我姐说多个朋友多条路，她太幼稚了。记得我大一的时候，也是军训，班里没有熟悉的，舍友也各走各的，其他... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:01,Hi聊,0,0,2
JhGH58CbC,请问什么时候可以开学呀 在家研究完没有呀 不急是吧 不急我买票出去玩啦 嘘在放暑假：） http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 13:01,Hi聊,1,0,0
JhGFPpAUh,为什么别的学校早就决定好了通知完了开好学了，而我们学校到现在还在一直在等决定通知等搬宿舍？我们学校的领导比别的学校的领导忙吗？究竟在忙啥？忙着一年一度的换宿舍风波？合着比校庆还盛大，举校狂搬？！！！受不了了  包子大的犬头拽紧紧。... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:58,Hi聊,14,0,0
JhGEvj5LS,校长信箱是啥，投诉吧 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:54,Hi聊,19,1,5
JhGBi8kvj,因为不是领导自己搬，所以怎么调宿舍都是一张嘴的事。领导怎么会管学生搬宿舍有多累呢。去年搬一次今年又搬一次，我倒要看看是不是明年再搬一次 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:46,Hi聊,5,0,1
JhGAUsIZ9,学校这操作也是绝了。上一年全部搬来西区，今年全部搬走？打算让我们给你表演一下蚂蚁搬家？既然这么多床位，那为什么不安排新生住？还要我们搬来搬去？新生不是更方便？还是说为了给新生所谓的好印象？... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:45,Hi聊,3,0,2
JhGzH4wWa,emmm我滴天啊 http://t.cn/RBaFzxp  原图 ,,http://wx3.sinaimg.cn/large/006gRmAaly1gi443tjs2qj30f60kgjsq.jpg,无,无,2020-08-26 12:42,Hi聊,6,0,0
JhGxGqYl4,去年说西区是大本营，为了方便管理，除了南区少数的没搬，全都搬到西区了，现在又要举家搬往南区☺您绝大多数都在西区了，就然后来个乾坤大挪移？？？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:38,Hi聊,5,0,1
JhGtocKUp,学校还不发开学通知，是想要留到过年再发吗（手动狗头） http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:27,Hi聊,1,0,1
JhGsX1HoQ,学校领导讨论了大半天就给我这个结果？？？全校搬宿舍？？？不用你们搬站着说话不腰疼是不是？？现在也不是为了疫情要搬，几个意思啊？以为学生就好欺负是不是啊？看看广州哪个大学需要搬宿舍啊，好的不借鉴非得自己搞事情。看看今年分数线低了多少吧，有这个时间不如好... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 12:26,Hi聊,11,0,17
JhGhxAXqN,在大学没有闺蜜，就连关系好的朋友也没有，可太想交新朋友了，本人女，有没有有趣可爱的女孩子认识一下啊 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 11:58,Hi聊,3,0,3
JhGgdnQ16,我真的觉得我快撑不下去，在家里和家里人矛盾好多，经常吵架，每天复习考研的压力好大，还要处理和家里人的关系，我原本好渴望开学啊。但是搬宿舍的通知一出之后，我真的好绝望啊。我本来是混合宿舍的，我和班上的同学好多都不熟，我好不容易和我现在的舍友混熟了，又要... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 11:54,Hi聊,3,0,0
JhGcPmzEq,考研上岸了，马上就要开学了。一想到要去新城市新学校就有点伤感。突然很怀念韶院的图书馆、食堂还有那里的生活。专硕两年应该不会比韶院的四年给我留下的印象深刻了。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 11:46,Hi聊,6,0,1
JhG1NenY7,上周五开会，拖到这周三还不出返校通知？？？？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 11:19,Hi聊,5,0,3
JhFXurPVJ,有拿到教资证的小伙伴了吗？寄过来的时候里面夹着一个纸条，说要将教资认定申请表及时放入个人人事档案，意思是自己去相关部门放? http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 11:08,Hi聊,0,0,1
JhFVdrzBF,所以是什么时候开学？票都没了 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 11:03,Hi聊,2,0,3
JhF09AksU,为什么会有父母，明明不是没钱，却让孩子自己赚了七年的学费和生活费，有时候还要往家里拿钱，毕业了工资90%都要给家里，饭都快吃不起了，而这对父母每天开开心心地去玩，去打麻将 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 08:42,Hi聊,1,0,4
JhEUcv48r,出2021张剑考研英语一四件套和肖秀荣全家桶（可单买），价格可以再商量全都是全新，一个字都没写过本人因为家里不考研了，便宜出交学费，有意者欢迎评论和留言，价格可小刀！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 08:27,Hi聊,0,0,4
JhEGjFydp,都要当上店长了，还要回sgu受气 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 07:53,Hi聊,9,0,2
JhEDgzPmq,想问一下大家  南区碧桂有热水器吗？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 07:46,Hi聊,0,0,1
JhCjwzBUR,开学封闭管理的话在外zu房的怎么办呢！打算开学zu的，求指点哇 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-26 01:52,Hi聊,0,0,3
JhBs8uFRs,1.书名：2021张剑黄皮书英语一全套 考研英语一真题2001-2020考研英语一历年真题解析及复习思路精编+试卷版+基础试卷版+预测5套题2.全部没写过，一个字都没写过，全新3.有意者欢迎评论点赞，我来找你，价格可以再商量，可小刀4.转手原因：家里原因，突然决定不考研了... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 23:40,Hi聊,2,0,1
JhAZG6K8d,想问问还有人出专八资料吗，留言私 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 22:30,Hi聊,0,0,0
JhAXOhPsq,不用学校发的卡是不是接不了网线呀 你们都是怎么用校园网开热点的呀 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 22:25,Hi聊,0,0,2
JhAX3zj0S,想问下学校西区的快递点还能用不？想先寄行李到校。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 22:24,Hi聊,0,0,2
JhADD6F14,想知道开学前几天能出省吗，到时候回校会看吗 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 21:36,Hi聊,2,0,1
JhA3Hbzon,请问师兄师姐VOA常速适合听写吗？怎么样练听力啊 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 20:07,Hi聊,0,0,1
JhzNjfcFj,七夕有单身小伙伴一起过嘛？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 19:27,Hi聊,1,0,2
Jhzdke0Gn,请问楼层长还有党建助理，班主任助理这些职位有没有工资啊?谢谢大家 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 17:58,Hi聊,3,0,3
Jhza0kVuP,请问有人有韶院附近南山公寓的房东联系方式吗 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 17:50,Hi聊,0,0,1
JhyNrtg96,作为一个男的，天天在家被老妈嫌弃长得丑，她说小时候这么好看，这么长大了越长越丑。有没有人跟我一样，小时候长得不错，后来长残了，还有没有救 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 16:54,Hi聊,2,0,6
JhxTf1O7N,有南区碧桂宿舍的照片吗～想看环境怎么样 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 14:36,Hi聊,1,0,4
JhxhNz8js,唉亲戚见面第一句都是问啥时候开学呀 拜托学校领导能不能给个确定的开学时间 让学生猜来猜去 或者可以借鉴一下其它已经开学的学校的做法啊 学校不急快急死我自己了  http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 13:04,Hi聊,3,0,1
Jhx8JjhqZ,有学校的新生群吗？？实在不行，体院的新生群也行🌝  http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 12:41,Hi聊,0,0,5
Jhx3hiXqs,封闭管理加全校调整宿舍，都大四了，不会吧不会吧不会吧，希望有人辟谣 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 12:28,Hi聊,4,0,2
JhwPBd2DD,南区的快递是在哪里拿的，在校内吗 具体哪个位置啊 有人知道不 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 11:54,Hi聊,0,0,1
JhwNvc1tZ,全封闭管理还不如继续在家里上网课md http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 11:49,Hi聊,14,0,0
JhwHpfWbk,请问是各个学院都需要调宿舍吗 还是只有教育学院要 成定局了？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 11:34,Hi聊,0,0,1
JhwCLrjVW,sgu发个通知像便秘一样 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 11:23,Hi聊,18,0,1
JhwBE3hCY,错过了转专业的时间，想转同个院系的其它专业，有什么办法吗！！谢谢 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 11:20,Hi聊,0,0,2
JhwvV8YYd,弱弱问一句南区紫荆有装空调吗…… http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 11:06,Hi聊,0,0,4
Jhwr14cBd,教师教育学院的领导真是让人无语了，发通知要么突然，要么模糊不清，完全不考虑学生的 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 10:54,Hi聊,1,0,4
JhwktE9Qt,回学校之后还要戴口罩么 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 10:38,Hi聊,1,0,0
JhwdCru8d,南区丹枫装了空调，但是床也被踩了，可惜我的床垫和蚊帐，全是装电线打下来的墙灰和装修大哥的脚印 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 10:21,Hi聊,1,0,8
Jhw6fl2mv,有没有哪位热心的同学可以说一下碧桂的宿舍怎么样，有空调和24小时热水吗之类的？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 10:02,Hi聊,0,0,3
Jhw31xALn,暑假每天都活在焦虑当中 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 09:55,Hi聊,5,0,3
JhvF2hFq6,求租！求韶大附近的房源，一人住，有空调和基本设施就好，点赞或者留言吧，我联系你。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 08:55,Hi聊,5,0,1
JhvyFdmvC,票都快没了，还不出通知，因此增加的成本还得我们承担…… http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 08:40,Hi聊,5,0,15
Jhv02vx3a,真是佛了，学校这是什么骚操作，通知还不下来本来我家离学校就远，票还不好买宁看我步行去学校怎么样 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 07:14,Hi聊,6,0,1
JhsEg2dLr,有已经回去的朋友说一下南区装空调了吗？（听说北区装了） http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 01:15,Hi聊,1,0,5
JhsAr21lX,学校出台通知文件能不能征求下学生意见？😂大部分学院搬宿舍极其耗费时间人力物力，无语了 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 01:06,Hi聊,2,0,3
JhsdHb5pQ,韶院真是不忘初心👍🏻👍🏻👍🏻 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-25 00:10,Hi聊,6,0,1
Jhs3RDjc5,又想上热搜是吧😬 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 23:46,Hi聊,6,0,1
JhrXi9oLx,大家觉得这真的有可能吗，不开玩笑的说 http://t.cn/RBaFzxp  原图 ,,http://wx4.sinaimg.cn/large/006gRmAaly1gi2bkbt6axj31hc0o0wgb.jpg,无,无,2020-08-24 23:29,Hi聊,6,0,4
JhrNm5AO2,妈的大四！！！要搬宿舍？？？！？？其他学院怎么说！！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 23:05,Hi聊,16,0,5
JhrARAhsR,不用谢 快买票 http://t.cn/RBaFzxp  原图 ,,http://wx1.sinaimg.cn/large/006gRmAaly1gi29yuljcqj30u0140jvt.jpg,无,无,2020-08-24 22:34,Hi聊,16,0,12
Jhry2hjAC,到底什么时候开学啊？给个通知吧！买不到票了😭 😭  http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 22:27,Hi聊,1,0,0
JhrwpzNr9,教师教育学院要男生搬宿舍？我大四了才搬宿舍？18级的刚刚搬来丁香又要搬去樱花梧桐？领导们你们知不知道你们在干什么啊？能不能整点阳间玩意？封闭管理我还ok，但是大四才搬宿舍，去实习的同学怎么办，把行李当垃圾扔掉吗？... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 22:23,Hi聊,0,0,1
Jhrp4anXJ,旅地呢旅地呢？几号回去啊？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 22:05,Hi聊,0,0,0
Jhrigxtpg,生科院有人有消息知道大概几号回去吗 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 21:48,Hi聊,1,0,0
Jhr1aBGSW,请问教育学院是已经通知了5－7回校吗？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 21:06,Hi聊,1,0,3
JhqlqoRu7,韶关学院的西部计划主要考什么啊，每年竞争激烈吗？需要党员身份吗？大四去还是毕业去 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 19:23,Hi聊,2,0,3
JhpYHwDuI,有女孩子考科三的人要和我合租吗，按天计费，堕落街一单间面积大  有向阳的阳台和厕所，本人女哈！有意点赞或私聊。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 18:27,Hi聊,8,0,13
JhpXd2rRl,在树洞看到这个，请问这消息属实吗？有被吓到。 http://t.cn/RBaFzxp  原图 ,,http://wx3.sinaimg.cn/large/006gRmAaly1gi22q9fwufj30dy09f0up.jpg,无,无,2020-08-24 18:24,Hi聊,3,0,7
JhpTcsqTu,刚刚毕业，师范类专业，我觉得本科毕业不难找工作，特别是小乡镇的编制不难考，但是想去广州深圳佛山那边就比较难考喽。本科毕业大概率去初中，研究生毕业大概率会去高中。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 18:14,Hi聊,8,0,2
JhpSqlQ88,请问考研的话，ipad真的用得上吗？哪款性价比高一点（我没什么钱），有没有两千块左右的手机可以推荐？谢谢！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 18:12,Hi聊,1,0,12
Jhp35f2CE,到底是什么让你们如此坚定地选择考研这条路呢？我们学校的学生出来找工作真的很难吗？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 16:05,Hi聊,18,0,10
JhoXx4FXS,准大四师范生 不考研 想进编制 10月份教资重考科目一 不知道接下来的路该怎么走 请问师兄师姐有啥建议啊  http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 15:52,Hi聊,0,0,2
JhoNReKsJ,相比国庆是否放假我更关心什么时候换宿舍。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 15:28,Hi聊,4,0,1
JhohjfsS4,啥时候树洞才可以发视频呀？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 14:08,Hi聊,0,0,1
JhnQ90yBR,有换宿舍的消息吗给我点希望好不好 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 13:01,Hi聊,0,0,0
JhnlyeDdA,今天会出开学通知吗?我已经很烦躁了，都几号了，国庆假期放不放能不能也一起决定了🌚🌚🌚 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 11:45,Hi聊,8,0,11
JhnleDU34,有没有中山的小伙伴出来聊聊天，有点无聊。最好住市区的，交通比较方便。。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 11:45,Hi聊,4,0,6
Jhnkg5zzR,其实感情问题最好就是两个人在一起说清楚，在树洞是找不到答案的呀，不妨去找ta问清楚，也好过自己胡乱猜测。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 11:42,Hi聊,1,0,1
JhniyzWSr,有没已经回学校的同学？能帮忙拿点东西吗？有偿 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 11:38,Hi聊,2,0,1
Jhn55BODP,你知道我在等你，你也知道我还爱你，你还知道我根本放不下你，你都知道，你全都明白，可你就是不想要我了，对吧。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 11:05,Hi聊,1,0,7
Jhn3FsVu8,转转看看 http://t.cn/RBaFzxp  原图 ,,http://wx3.sinaimg.cn/large/006gRmAaly1gi1py10x2aj30u01irq7k.jpg,无,无,2020-08-24 11:01,Hi聊,13,0,1
JhmZmpVen,某某以为:学生在教师资格证认定时因为缺乏毕业证而延迟了认定，虽然最后学院还是在认定结束前让我们获得了毕业证，但这也反映出学院领导没有合理安排返校时间，工作懈怠。这样的领导，在以后升职丶获奖时所需的材料，会如实评价... http://t.cn/RBaFzxp  原图 ,,http://wx2.sinaimg.cn/large/006gRmAaly1gi1pmzrz0nj30dy09f0up.jpg,无,无,2020-08-24 10:51,Hi聊,1,0,4
JhmVS81RF,学校的移动学霸卡怎么还没有充值活动啊，38一个月已经一年多了，去年充50送480说不是目标用户，气死了 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 10:42,Hi聊,6,0,4
JhmU0yswc,想问下毕业的时候拿回来的团籍要干嘛？就是有个信封包着那个，我完全不知道要把它放去哪里。。。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 10:38,Hi聊,0,0,1
JhmSXhulM,想问一下是不是快递都入驻校园内了呀？！！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 10:35,Hi聊,0,0,1
JhmGb0md7,我东77真帅啊。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 10:03,Hi聊,1,0,0
JhmAsoI0E,执法队天下无敌 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 09:49,Hi聊,0,0,0
JhmwTEFDh,当真忘了我执法队的存在？不忙着学习赚钱好好提升自己，整天搞些花里胡哨的 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 09:41,Hi聊,0,0,0
JhlLOhy2B,考研一厅两房合租 有吗，厅特别大，可直接备考。环境好，是新楼而且也近。招一个考研（女）舍友可以互相监督 爱干净认真学习的。点赞或留言联系呗 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 07:45,Hi聊,2,0,4
JhlrJ12rq,不是在网上叫的挺欢的吗风为衣兮?，怎么现实中就蔫了？用着陈冠希的头像不是吹牛P说自己有多能耐吗，怎么现在软了？兄弟我让你感受下半身的幸福不好吗，不是觉得委屈带节奏说女生觉得你就是一条废狗骂的不好听吗？那你别装鱼今天够钟履行你今天必来深圳的决定... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 06:55,Hi聊,1,0,1
JhljlhZZS,风为衣兮水为佩，出来做个男人啊别惹事了又缩头缩脑，不会真以为匿名玩微博可以隐藏的很好被人挖不出来？真以为女孩子好欺负所以学狗叫？不是信誓旦旦要来深圳吗，哥去接你，请你吃饭，当时那么硬气怎么现在开始装死了不敢接电话？... http://t.cn/RBaFzxp  原图 ,,http://wx2.sinaimg.cn/large/006gRmAaly1gi1i8cd1crj30n00ksgmn.jpg,无,无,2020-08-24 06:34,Hi聊,12,0,8
JhjET3eMx,再发一遍，zufang，求学校附近一室一厅一厨一卫！！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-24 02:22,Hi聊,0,0,1
JhioY4pZl,问女生，对于男友七夕给你送礼物或发hong包，你们更喜欢哪一种（只能选其一） http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 23:10,Hi聊,3,0,6
Jhio3nthX,学校要是再不发返校通知 我们外省的同学真的来得及抢票回校吗…… http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 23:08,Hi聊,2,0,1
JhikFhOML,冠希哥有病是吧，网络公狗？到处拱？恶心完别人还要装无辜？贱不贱啊 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 22:59,Hi聊,0,0,0
JhikulQgv,第一次出去外面旅游，住酒店，弄房卡，搭地铁，火车，感觉自己什么都不会，给同行人带来麻烦，帮不了他们 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 22:59,Hi聊,7,0,9
Jhhzq0Lfy,所以我们到时候封不封闭，国庆放不放假 http://t.cn/RBaFzxp  原图 ,,http://wx1.sinaimg.cn/large/006gRmAaly1gi11pthiqvj30c80ihwg2.jpg,无,无,2020-08-23 21:03,Hi聊,17,0,6
JhhqKd0eN,所以到底啥时候能开学啊！！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 20:42,Hi聊,2,0,4
Jhh5VxzYT,什么什么？为什么前几条树洞都说学校多人？是哪些学院年级回校了？？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 19:50,Hi聊,0,0,4
JhgSt6G2E,师弟师妹都这么猛的吗堕落最近也太多人了吧好久没有这种感觉了 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 19:17,Hi聊,9,0,5
JhgOxflXK,这辈子没见过这么爱多管闲事的人了，真把自己当回事！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 19:08,Hi聊,0,0,0
JhgJKhc0P,今天学校这边出现了好多学生啊，有点被吓到了。有知道是怎么回事的吗？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 18:56,Hi聊,1,0,2
Jhg7XED07,貌似韶大封校？？？？唔系嘛，😫 😫 😫  http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 17:23,Hi聊,1,0,5
JhfFTtn6f,莫名其妙多了几个不属于本人的快递寄到了学校，请问是谁写错了收件号码？尾号1677的。谁写错了麻烦评论or点赞一下我找你，把快递取件码给你 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 16:14,Hi聊,0,0,0
Jhf7zoGKV,我是女生（毕业老师姐😂），以前都是住宿，最近换了份离家比较近的工作，四线城市的小镇没有地铁，公交难等，想问下如果单位离家两公里的话，养车贵还是打车贵？（骑小电驴感觉不方便穿裙子呢！又日晒雨淋的）... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 14:49,Hi聊,14,0,10
Jhf7ooisG,啊啊啊啊啊啊想zufang啊，有没有chuzu的啊养了两个猫呜呜呜，求一室一厅一厨一卫，学校附近 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 14:49,Hi聊,0,0,1
Jhf7c4cYI,一个人的脾气真的真很重要，像我哥他易怒，暴躁，生气起来和他说话都有错，这样的人尽管平时再好再帅气。这样的人真的不适合结婚，至少我不会和这样的人结婚，只是在家以来一直观察有感而发。... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 14:48,Hi聊,4,0,3
JheX8ujP1,其实我有点好奇，新的建筑楼有了，写了各大学院，那为什么没有外语学院？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 14:23,Hi聊,3,0,9
JheUHxNMe,我们还可以回头吗？人在花下走，哪有不回头。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 14:17,Hi聊,0,0,0
JheUt33Sm,今晚有一起去玩的吗 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 14:17,Hi聊,2,0,0
JheCV30l3,立志！！新学期开学上课我一定每天都要化妆去！化妆真的给了我太多自信了！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 13:33,Hi聊,3,0,3
JheBijiaq,会都开完了两天了，该出具体返校通知了吧？ http://t.cn/RBaFzxp  原图 ,,http://wx2.sinaimg.cn/large/006gRmAaly1gi0olua7s1j30tz0ddab7.jpg,无,无,2020-08-23 13:29,Hi聊,7,0,3
Jhexce9pn,真的不要去叫醒一个tian🐶 的人，你不知道他内心是多么快乐！ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 13:19,Hi聊,0,0,0
JherUvYEK,想请教一下各位大佬，由于专业很冷门，找工作都不好找，而且大部分还需要技术(我没有)，请问有什么无门槛比较不心累的工作呢(客服我觉得挺累的，宿友做过)，上份辞掉之后家里蹲两个月了... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 13:06,Hi聊,2,0,12
Jhen08xF7,单身了这么多年，考虑最多一个问题是，我还有没有爱，我配不配别人爱。 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 12:54,Hi聊,6,0,3
JhdZrs2cm,请问下代手抄的话市场价是多少呢？写好了的论文 开学交就行 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 11:56,Hi聊,1,0,4
JhdADdMKL,大致看了一眼，就双标呗有些所谓正义人士，男的放狠话开黄腔的时候你们不提道德不论尊重，女的反击你们说她骂人太难听扮相难看，是觉得人家女的好欺负是吗，那咋整，不许骂人难不成要人家女的说：你再开黄腔我就给你捶捶背？... http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 10:55,Hi聊,3,0,2
JhdxEshcA,开始返校了吗？怎么今天陆陆续续看到有人回学校了？ http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 10:48,Hi聊,0,0,4
JhdwFin7A,有人下半年考bec中级吗 回校后想找个搭档一起练习 http://t.cn/RBaFzxp  ,,无,无,无,2020-08-23 10:45,Hi聊,0,0,2
